[' ',[u'chinese',[u'moroccan',[u'british',[u'greek',[u'russian',[u'southern_us',[u'irish',[u'mexican',[u'vietnamese',[u'brazilian',[u'japanese',[u'indian',[u'jamaican',[u'french',[u'spanish',[u'cajun_creole',[u'thai',[u'korean',[u'filipino',[u'italian',Max
 u'poirewilliams',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'thawedandundiluted',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'wholegrainroll',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'freshham',0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'darksoisauc',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'risingactivedryyeast',0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'truv',0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'ikura',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'hotspanishpaprika',0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'kraftextrasharpcheddarcheese',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'wensleydale',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'onethirdlesssodiumchickenbroth',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'saltwater',1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'hottea',0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bisquickoriginalall',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'painaulevain',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'jackdanielswhiskey',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ntenders',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'caraway',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'seitan',1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
 u'haloumi',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'skinlesssnapperfillets',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'lemonpudding',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ngogai',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'sucanat',0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'seasonedcroutons',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'blackcurrantsyrup',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'vanillacustard',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'passoverwine',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'tomatocreamsauce',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'instantbananacreampudding',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bonemarrow',0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
 u'peachpur',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'barleygrits',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'muesli',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'kingcrab',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'organiccoconutoil',0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'biga',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sodiumreducedchickenbroth',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'unhulledsesameseeds',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'moisturepart',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'borlotti',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'herbedgoatcheese',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sodiumreducedbeefbroth',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'wholepeeltomatoes',0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'peanutpowder',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'lowfatcreamofcelerysoup',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'slicedbeets',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'knoxunflavoredgelatin',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'whitegrapejuice',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cloudearfungus',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'hillshirefarmslowfatsausage',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'raki',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'pinkladyapple',0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'croutonitalianseason',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'herbdressing',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'goose',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'wishboneredwinevinaigrettdress',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'largesausagecasing',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'carp',1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'curryguysmokedgarammasala',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'groundpoppyseed',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sweetchorizo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'refrigeratedbreaddough',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'unsaltedvegetablestock',0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
 u'cookedbrisket',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
 u'prosciuttofat',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sichuanpeppercornoil',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lavenderhoney',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'redvinegar',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'eggbeaters',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'currantjelly',0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'topping',0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'freshseabass',0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
 u'hotpepperrings',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'america',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'wholegrainthinspaghetti',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'liverwurst',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'spiceislandsgarlicsalt',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bonelessmoulardduckbreasthalves',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chipotlepeppersauce',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'kraftsharpcheddarcheese',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'whitebreadcrumbs',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'freebread',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'mangonectar',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
 u'sjambalayamix',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'chorizospanish',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'oscarmayerdelifreshsmokedham',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'milkfinelyshreddedfourcheese',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cookeddeliham',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'amba',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'caracaraorange',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'freshveget',1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
 u'soychorizo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
 u'glutenfreecookingspray',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'barillapluspasta',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'bakingsugar',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'shouldermeat',0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'amberjackfillet',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'unsaltedshelledpistachio',0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
 u'filledtortellini',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'turkeysausagelinks',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'mandarinorangejuice',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'assortedfreshvegetables',1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
 u'marrowbones',0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
 u'brancamenta',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'genoise',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'smokedfullycookedham',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'filletofbeef',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'kha',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'chocolateliqueur',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'multigraincereal',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'garbanzobeanflour',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'italianpizzacrust',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'tarde',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'saltpeter',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'veganyogurt',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'semifirmtofu',1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'sunflowerseedbutter',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'liptononionsoupmix',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'whitebreadslices',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'driedlavenderflowers',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'shortbread',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'goyaextravirginoliveoil',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ciabattaloaf',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'hamachi',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'japanesepumpkin',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'venison',0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
 u'nielsen',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'eyesteaks',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'shelledshrimp',0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
 u'fermentedbeancurd',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'seafoodbase',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'saltedmixednuts',0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'knorrpastasidecheesicheddar',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'butterscotchfilling',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'driedsplitpeas',0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'parmaham',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'katsuodashi',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'kimchee',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'raspberrylambic',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'haricotbeans',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'granularsucrolosesweetener',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'raspberrysherbet',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'babykale',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
 u'skinlesshaddock',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lox',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'creamstylecottagecheese',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'abbamele',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'flaxegg',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'wholewheatbreadtoasted',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
 u'popcornkernels',0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
 u'pinksalmon',0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 u'heathcandybars',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lemonlimebeverage',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'silverdragees',0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'ibarrachocolate',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'blueberripreserv',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'bonelessturkeybreast',0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
 u'guacamoleseasoningmix',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'strotters',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lightagavenectar',0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
 u'rootbeer',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sweetturkeysausage',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'bockbeer',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'driedneemleaves',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'beaumondeseasoning',0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'allpurposeseasoning',0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'hardcider',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'blackmushrooms',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'splendagranular',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'mesquiteflavoredseasoningmix',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'estanciapinotnoir',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'driedcloudears',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'conchiglie',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'ducksauce',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'soyglaze',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'oatmealcookiemix',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'organiclowsodiumchickenbroth',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'orientalradish',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'licoriceroot',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chinesecinnamon',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'reducedsodiumcreamofmushroomsoup',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'diamondcrystal',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'wholewheatenglishmuffins',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'smokedmozzarella',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'yuca',0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
 u'blackberrybrandy',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'poolish',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'redmullet',0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'knudsensourcream',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'gnocchettisardi',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'chocolatecandy',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'tuong',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'wholegrainbaguette',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'drummettes',0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
 u'freshlavender',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'jamaicanjerk',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'lowfatcheddarchees',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'creoleseafoodseasoning',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'preshredlowfatmozzarellachees',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'cremini',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'lobok',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bonelightitaliandressing',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'poundcakemix',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'redcurrants',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'jumbomacaronishells',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'chuckshortribs',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sodiumfreechickenbroth',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'yellowtail',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'stickbutter',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bass',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'manischewitzmatzomeal',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'coarsesugar',0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'tablewine',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'unbakedpieshells',0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'meatdrippings',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sundriedtomatodressing',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'mineralwater',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'delalloextravirginoliveoil',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'countrycrockcalciumplusvitamind',1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'powderedsugaricing',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sweetrelish',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
 u'largemarshmallows',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'fedbutter',0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
 u'steviapowder',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
 u'tonychachere',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'kippers',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'karo',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'freeparmesancheese',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'sliderrolls',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'striploin',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cashewchopunsalt',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
 u'lightwhippingcream',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'butterscotchchips',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'alexiawafflefries',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'cardoons',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'yambean',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'smokedtrout',0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
 u'osetracaviar',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'ogelatindessert',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
 u'hibiscus',0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'nidomilkpowder',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'limeade',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'greekstyleseasoning',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'creamofpotatosoup',0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'coconutsyrup',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chowchow',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ricemilk',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cherryvanillaicecream',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'proteinpowder',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'bonelessbeefsirloinsteak',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'bottledbalsamicvinaigrette',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sparklingsangriatradicional',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'richturkeystock',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'montrealsteakseasoning',0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ready',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'blackforestham',0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
 u'barbecueseasoning',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'italianvinaigrette',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
